build,armor,kit,route,guard_rule,hp_scale,damage_scale,turns,won,hp_left,net_loss,gross_loss
rempart,legere,purification,barque,unlimited,1.2,1.2,14,True,79.82,30.18,30.18
rempart,legere,ancrage,puits,unlimited,0.8,0.8,5,True,110.0,0.0,0.0
rempart,legere,ancrage,puits,unlimited,0.8,1.0,5,True,110.0,0.0,0.0
rempart,legere,ancrage,puits,unlimited,0.8,1.2,5,True,101.64,8.36,8.36
rempart,legere,ancrage,puits,unlimited,1.0,0.8,5,True,110.0,0.0,0.0
rempart,legere,ancrage,puits,unlimited,1.0,1.0,5,True,110.0,0.0,0.0
rempart,legere,ancrage,puits,unlimited,1.0,1.2,5,True,101.64,8.36,8.36
rempart,legere,ancrage,puits,unlimited,1.2,0.8,7,True,105.82,4.18,4.18
rempart,legere,ancrage,puits,unlimited,1.2,1.0,7,True,99.27,10.73,10.73
rempart,legere,ancrage,puits,unlimited,1.2,1.2,7,True,84.36,25.64,25.64
rempart,legere,ancrage,porte,unlimited,0.8,0.8,10,True,105.82,4.18,4.18
rempart,legere,ancrage,porte,unlimited,0.8,1.0,10,True,96.73,13.27,13.27
rempart,legere,ancrage,porte,unlimited,0.8,1.2,10,True,85.27,24.73,24.73
rempart,legere,ancrage,porte,unlimited,1.0,0.8,11,True,105.82,4.18,4.18
rempart,legere,ancrage,porte,unlimited,1.0,1.0,11,True,96.73,13.27,13.27
rempart,legere,ancrage,porte,unlimited,1.0,1.2,11,True,85.27,24.73,24.73
rempart,legere,ancrage,porte,unlimited,1.2,0.8,12,True,105.82,4.18,4.18
rempart,legere,ancrage,porte,unlimited,1.2,1.0,12,True,96.73,13.27,13.27
rempart,legere,ancrage,porte,unlimited,1.2,1.2,12,True,85.27,24.73,24.73
rempart,legere,ancrage,barque,unlimited,0.8,0.8,6,True,110.0,0.0,0.0
rempart,legere,ancrage,barque,unlimited,0.8,1.0,6,True,110.0,0.0,0.0
rempart,legere,ancrage,barque,unlimited,0.8,1.2,6,True,110.0,0.0,0.0
rempart,legere,ancrage,barque,unlimited,1.0,0.8,9,True,107.27,2.73,2.73
rempart,legere,ancrage,barque,unlimited,1.0,1.0,9,True,101.09,8.91,8.91
rempart,legere,ancrage,barque,unlimited,1.0,1.2,9,True,94.91,15.09,15.09
rempart,legere,ancrage,barque,unlimited,1.2,0.8,9,True,107.27,2.73,2.73
rempart,legere,ancrage,barque,unlimited,1.2,1.0,9,True,101.09,8.91,8.91
rempart,legere,ancrage,barque,unlimited,1.2,1.2,9,True,94.91,15.09,15.09
briseur,airain,aucun,puits,unlimited,0.8,0.8,3,True,90.8,19.2,19.2
briseur,airain,aucun,puits,unlimited,0.8,1.0,3,True,86.0,24.0,24.0
briseur,airain,aucun,puits,unlimited,0.8,1.2,3,True,81.2,28.8,28.8
briseur,airain,aucun,puits,unlimited,1.0,0.8,4,True,81.2,28.8,28.8
briseur,airain,aucun,puits,unlimited,1.0,1.0,4,True,74.0,36.0,36.0
briseur,airain,aucun,puits,unlimited,1.0,1.2,4,True,66.8,43.2,43.2
briseur,airain,aucun,puits,unlimited,1.2,0.8,4,True,81.2,28.8,28.8
briseur,airain,aucun,puits,unlimited,1.2,1.0,4,True,74.0,36.0,36.0
briseur,airain,aucun,puits,unlimited,1.2,1.2,4,True,66.8,43.2,43.2
briseur,airain,aucun,porte,unlimited,0.8,0.8,5,True,77.48,32.52,32.52
briseur,airain,aucun,porte,unlimited,0.8,1.0,5,True,69.35,40.65,40.65
briseur,airain,aucun,porte,unlimited,0.8,1.2,5,True,61.23,48.77,48.77
briseur,airain,aucun,porte,unlimited,1.0,0.8,6,True,77.48,32.52,32.52
briseur,airain,aucun,porte,unlimited,1.0,1.0,6,True,69.35,40.65,40.65
briseur,airain,aucun,porte,unlimited,1.0,1.2,6,True,61.23,48.77,48.77
briseur,airain,aucun,porte,unlimited,1.2,0.8,7,True,68.19,41.81,41.81
briseur,airain,aucun,porte,unlimited,1.2,1.0,7,True,57.74,52.26,52.26
briseur,airain,aucun,porte,unlimited,1.2,1.2,7,True,47.29,62.71,62.71
briseur,airain,aucun,barque,unlimited,0.8,0.8,5,True,82.13,27.87,27.87
briseur,airain,aucun,barque,unlimited,0.8,1.0,5,True,75.16,34.84,34.84
briseur,airain,aucun,barque,unlimited,0.8,1.2,5,True,68.19,41.81,41.81
briseur,airain,aucun,barque,unlimited,1.0,0.8,6,True,72.84,37.16,37.16
briseur,airain,aucun,barque,unlimited,1.0,1.0,6,True,63.55,46.45,46.45
briseur,airain,aucun,barque,unlimited,1.0,1.2,6,True,54.26,55.74,55.74
briseur,airain,aucun,barque,unlimited,1.2,0.8,6,True,72.84,37.16,37.16
briseur,airain,aucun,barque,unlimited,1.2,1.0,6,True,63.55,46.45,46.45
briseur,airain,aucun,barque,unlimited,1.2,1.2,6,True,54.26,55.74,55.74
briseur,airain,purification,puits,unlimited,0.8,0.8,3,True,90.8,19.2,19.2
briseur,airain,purification,puits,unlimited,0.8,1.0,3,True,86.0,24.0,24.0
briseur,airain,purification,puits,unlimited,0.8,1.2,3,True,81.2,28.8,28.8
briseur,airain,purification,puits,unlimited,1.0,0.8,4,True,81.2,28.8,28.8
briseur,airain,purification,puits,unlimited,1.0,1.0,4,True,74.0,36.0,36.0
briseur,airain,purification,puits,unlimited,1.0,1.2,4,True,66.8,43.2,43.2
briseur,airain,purification,puits,unlimited,1.2,0.8,4,True,81.2,28.8,28.8
briseur,airain,purification,puits,unlimited,1.2,1.0,4,True,74.0,36.0,36.0
briseur,airain,purification,puits,unlimited,1.2,1.2,4,True,66.8,43.2,43.2
briseur,airain,purification,porte,unlimited,0.8,0.8,5,True,77.48,32.52,32.52
briseur,airain,purification,porte,unlimited,0.8,1.0,5,True,69.35,40.65,40.65
briseur,airain,purification,porte,unlimited,0.8,1.2,5,True,61.23,48.77,48.77
briseur,airain,purification,porte,unlimited,1.0,0.8,6,True,77.48,32.52,32.52
briseur,airain,purification,porte,unlimited,1.0,1.0,6,True,69.35,40.65,40.65
briseur,airain,purification,porte,unlimited,1.0,1.2,6,True,61.23,48.77,48.77
briseur,airain,purification,porte,unlimited,1.2,0.8,7,True,68.19,41.81,41.81
briseur,airain,purification,porte,unlimited,1.2,1.0,7,True,57.74,52.26,52.26
briseur,airain,purification,porte,unlimited,1.2,1.2,7,True,47.29,62.71,62.71
briseur,airain,purification,barque,unlimited,0.8,0.8,5,True,82.13,27.87,27.87
briseur,airain,purification,barque,unlimited,0.8,1.0,5,True,75.16,34.84,34.84
briseur,airain,purification,barque,unlimited,0.8,1.2,5,True,68.19,41.81,41.81
briseur,airain,purification,barque,unlimited,1.0,0.8,6,True,72.84,37.16,37.16
briseur,airain,purification,barque,unlimited,1.0,1.0,6,True,63.55,46.45,46.45
briseur,airain,purification,barque,unlimited,1.0,1.2,6,True,54.26,55.74,55.74
briseur,airain,purification,barque,unlimited,1.2,0.8,6,True,72.84,37.16,37.16
briseur,airain,purification,barque,unlimited,1.2,1.0,6,True,63.55,46.45,46.45
briseur,airain,purification,barque,unlimited,1.2,1.2,6,True,54.26,55.74,55.74
briseur,airain,ancrage,puits,unlimited,0.8,0.8,3,True,90.8,19.2,19.2
briseur,airain,ancrage,puits,unlimited,0.8,1.0,3,True,86.0,24.0,24.0
briseur,airain,ancrage,puits,unlimited,0.8,1.2,3,True,81.2,28.8,28.8
briseur,airain,ancrage,puits,unlimited,1.0,0.8,4,True,81.2,28.8,28.8
briseur,airain,ancrage,puits,unlimited,1.0,1.0,4,True,74.0,36.0,36.0
briseur,airain,ancrage,puits,unlimited,1.0,1.2,4,True,66.8,43.2,43.2
briseur,airain,ancrage,puits,unlimited,1.2,0.8,4,True,81.2,28.8,28.8
briseur,airain,ancrage,puits,unlimited,1.2,1.0,4,True,74.0,36.0,36.0
briseur,airain,ancrage,puits,unlimited,1.2,1.2,4,True,66.8,43.2,43.2
briseur,airain,ancrage,porte,unlimited,0.8,0.8,5,True,77.48,32.52,32.52
briseur,airain,ancrage,porte,unlimited,0.8,1.0,5,True,69.35,40.65,40.65
briseur,airain,ancrage,porte,unlimited,0.8,1.2,5,True,61.23,48.77,48.77
briseur,airain,ancrage,porte,unlimited,1.0,0.8,6,True,77.48,32.52,32.52
briseur,airain,ancrage,porte,unlimited,1.0,1.0,6,True,69.35,40.65,40.65
briseur,airain,ancrage,porte,unlimited,1.0,1.2,6,True,61.23,48.77,48.77
briseur,airain,ancrage,porte,unlimited,1.2,0.8,7,True,68.19,41.81,41.81
briseur,airain,ancrage,porte,unlimited,1.2,1.0,7,True,57.74,52.26,52.26
briseur,airain,ancrage,porte,unlimited,1.2,1.2,7,True,47.29,62.71,62.71
briseur,airain,ancrage,barque,unlimited,0.8,0.8,5,True,82.13,27.87,27.87
briseur,airain,ancrage,barque,unlimited,0.8,1.0,5,True,75.16,34.84,34.84
briseur,airain,ancrage,barque,unlimited,0.8,1.2,5,True,68.19,41.81,41.81
briseur,airain,ancrage,barque,unlimited,1.0,0.8,5,True,82.13,27.87,27.87
briseur,airain,ancrage,barque,unlimited,1.0,1.0,5,True,75.16,34.84,34.84
briseur,airain,ancrage,barque,unlimited,1.0,1.2,5,True,68.19,41.81,41.81
briseur,airain,ancrage,barque,unlimited,1.2,0.8,6,True,72.84,37.16,37.16
briseur,airain,ancrage,barque,unlimited,1.2,1.0,6,True,63.55,46.45,46.45
briseur,airain,ancrage,barque,unlimited,1.2,1.2,6,True,54.26,55.74,55.74
briseur,sceau,aucun,puits,unlimited,0.8,0.8,3,True,97.61,12.39,12.39
briseur,sceau,aucun,puits,unlimited,0.8,1.0,3,True,94.52,15.48,15.48
briseur,sceau,aucun,puits,unlimited,0.8,1.2,3,True,91.42,18.58,18.58
briseur,sceau,aucun,puits,unlimited,1.0,0.8,4,True,91.42,18.58,18.58
briseur,sceau,aucun,puits,unlimited,1.0,1.0,4,True,86.77,23.23,23.23
briseur,sceau,aucun,puits,unlimited,1.0,1.2,4,True,82.13,27.87,27.87
briseur,sceau,aucun,puits,unlimited,1.2,0.8,4,True,91.42,18.58,18.58
briseur,sceau,aucun,puits,unlimited,1.2,1.0,4,True,86.77,23.23,23.23
briseur,sceau,aucun,puits,unlimited,1.2,1.2,4,True,82.13,27.87,27.87
briseur,sceau,aucun,porte,unlimited,0.8,0.8,5,True,59.6,50.4,50.4
briseur,sceau,aucun,porte,unlimited,0.8,1.0,5,True,47.0,63.0,63.0
briseur,sceau,aucun,porte,unlimited,0.8,1.2,5,True,34.4,75.6,75.6
briseur,sceau,aucun,porte,unlimited,1.0,0.8,6,True,59.6,50.4,50.4
briseur,sceau,aucun,porte,unlimited,1.0,1.0,6,True,47.0,63.0,63.0
briseur,sceau,aucun,porte,unlimited,1.0,1.2,6,True,34.4,75.6,75.6
briseur,sceau,aucun,porte,unlimited,1.2,0.8,7,True,45.2,64.8,64.8
briseur,sceau,aucun,porte,unlimited,1.2,1.0,7,True,29.0,81.0,81.0
briseur,sceau,aucun,porte,unlimited,1.2,1.2,7,True,12.8,97.2,97.2
briseur,sceau,aucun,barque,unlimited,0.8,0.8,5,True,66.8,43.2,43.2
briseur,sceau,aucun,barque,unlimited,0.8,1.0,5,True,56.0,54.0,54.0
briseur,sceau,aucun,barque,unlimited,0.8,1.2,5,True,45.2,64.8,64.8
briseur,sceau,aucun,barque,unlimited,1.0,0.8,6,True,52.4,57.6,57.6
briseur,sceau,aucun,barque,unlimited,1.0,1.0,6,True,38.0,72.0,72.0
briseur,sceau,aucun,barque,unlimited,1.0,1.2,6,True,23.6,86.4,86.4
briseur,sceau,aucun,barque,unlimited,1.2,0.8,6,True,52.4,57.6,57.6
briseur,sceau,aucun,barque,unlimited,1.2,1.0,6,True,38.0,72.0,72.0
briseur,sceau,aucun,barque,unlimited,1.2,1.2,6,True,23.6,86.4,86.4
briseur,sceau,purification,puits,unlimited,0.8,0.8,3,True,97.61,12.39,12.39
briseur,sceau,purification,puits,unlimited,0.8,1.0,3,True,94.52,15.48,15.48
briseur,sceau,purification,puits,unlimited,0.8,1.2,3,True,91.42,18.58,18.58
briseur,sceau,purification,puits,unlimited,1.0,0.8,4,True,91.42,18.58,18.58
briseur,sceau,purification,puits,unlimited,1.0,1.0,4,True,86.77,23.23,23.23
briseur,sceau,purification,puits,unlimited,1.0,1.2,4,True,82.13,27.87,27.87
briseur,sceau,purification,puits,unlimited,1.2,0.8,4,True,91.42,18.58,18.58
briseur,sceau,purification,puits,unlimited,1.2,1.0,4,True,86.77,23.23,23.23
briseur,sceau,purification,puits,unlimited,1.2,1.2,4,True,82.13,27.87,27.87
briseur,sceau,purification,porte,unlimited,0.8,0.8,5,True,59.6,50.4,50.4
briseur,sceau,purification,porte,unlimited,0.8,1.0,5,True,47.0,63.0,63.0
briseur,sceau,purification,porte,unlimited,0.8,1.2,5,True,34.4,75.6,75.6
briseur,sceau,purification,porte,unlimited,1.0,0.8,6,True,59.6,50.4,50.4
briseur,sceau,purification,porte,unlimited,1.0,1.0,6,True,47.0,63.0,63.0
briseur,sceau,purification,porte,unlimited,1.0,1.2,6,True,34.4,75.6,75.6
briseur,sceau,purification,porte,unlimited,1.2,0.8,7,True,45.2,64.8,64.8
briseur,sceau,purification,porte,unlimited,1.2,1.0,7,True,29.0,81.0,81.0
briseur,sceau,purification,porte,unlimited,1.2,1.2,7,True,12.8,97.2,97.2
briseur,sceau,purification,barque,unlimited,0.8,0.8,5,True,66.8,43.2,43.2
briseur,sceau,purification,barque,unlimited,0.8,1.0,5,True,56.0,54.0,54.0
briseur,sceau,purification,barque,unlimited,0.8,1.2,5,True,45.2,64.8,64.8
briseur,sceau,purification,barque,unlimited,1.0,0.8,6,True,52.4,57.6,57.6
briseur,sceau,purification,barque,unlimited,1.0,1.0,6,True,38.0,72.0,72.0
briseur,sceau,purification,barque,unlimited,1.0,1.2,6,True,23.6,86.4,86.4
briseur,sceau,purification,barque,unlimited,1.2,0.8,6,True,52.4,57.6,57.6
briseur,sceau,purification,barque,unlimited,1.2,1.0,6,True,38.0,72.0,72.0
briseur,sceau,purification,barque,unlimited,1.2,1.2,6,True,23.6,86.4,86.4
briseur,sceau,ancrage,puits,unlimited,0.8,0.8,3,True,97.61,12.39,12.39
briseur,sceau,ancrage,puits,unlimited,0.8,1.0,3,True,94.52,15.48,15.48
briseur,sceau,ancrage,puits,unlimited,0.8,1.2,3,True,91.42,18.58,18.58
briseur,sceau,ancrage,puits,unlimited,1.0,0.8,4,True,91.42,18.58,18.58
briseur,sceau,ancrage,puits,unlimited,1.0,1.0,4,True,86.77,23.23,23.23
briseur,sceau,ancrage,puits,unlimited,1.0,1.2,4,True,82.13,27.87,27.87
briseur,sceau,ancrage,puits,unlimited,1.2,0.8,4,True,91.42,18.58,18.58
briseur,sceau,ancrage,puits,unlimited,1.2,1.0,4,True,86.77,23.23,23.23
briseur,sceau,ancrage,puits,unlimited,1.2,1.2,4,True,82.13,27.87,27.87
briseur,sceau,ancrage,porte,unlimited,0.8,0.8,5,True,59.6,50.4,50.4
briseur,sceau,ancrage,porte,unlimited,0.8,1.0,5,True,47.0,63.0,63.0
briseur,sceau,ancrage,porte,unlimited,0.8,1.2,5,True,34.4,75.6,75.6
briseur,sceau,ancrage,porte,unlimited,1.0,0.8,6,True,59.6,50.4,50.4
briseur,sceau,ancrage,porte,unlimited,1.0,1.0,6,True,47.0,63.0,63.0
briseur,sceau,ancrage,porte,unlimited,1.0,1.2,6,True,34.4,75.6,75.6
briseur,sceau,ancrage,porte,unlimited,1.2,0.8,7,True,45.2,64.8,64.8
briseur,sceau,ancrage,porte,unlimited,1.2,1.0,7,True,29.0,81.0,81.0
briseur,sceau,ancrage,porte,unlimited,1.2,1.2,7,True,12.8,97.2,97.2
briseur,sceau,ancrage,barque,unlimited,0.8,0.8,5,True,66.8,43.2,43.2
briseur,sceau,ancrage,barque,unlimited,0.8,1.0,5,True,56.0,54.0,54.0
briseur,sceau,ancrage,barque,unlimited,0.8,1.2,5,True,45.2,64.8,64.8
briseur,sceau,ancrage,barque,unlimited,1.0,0.8,5,True,66.8,43.2,43.2
briseur,sceau,ancrage,barque,unlimited,1.0,1.0,5,True,56.0,54.0,54.0
briseur,sceau,ancrage,barque,unlimited,1.0,1.2,5,True,45.2,64.8,64.8
briseur,sceau,ancrage,barque,unlimited,1.2,0.8,6,True,52.4,57.6,57.6
briseur,sceau,ancrage,barque,unlimited,1.2,1.0,6,True,38.0,72.0,72.0
briseur,sceau,ancrage,barque,unlimited,1.2,1.2,6,True,23.6,86.4,86.4
briseur,mixte,aucun,puits,unlimited,0.8,0.8,3,True,94.26,15.74,15.74
briseur,mixte,aucun,puits,unlimited,0.8,1.0,3,True,90.33,19.67,19.67
briseur,mixte,aucun,puits,unlimited,0.8,1.2,3,True,86.39,23.61,23.61
briseur,mixte,aucun,puits,unlimited,1.0,0.8,4,True,86.39,23.61,23.61
briseur,mixte,aucun,puits,unlimited,1.0,1.0,4,True,80.49,29.51,29.51
briseur,mixte,aucun,puits,unlimited,1.0,1.2,4,True,74.59,35.41,35.41
briseur,mixte,aucun,puits,unlimited,1.2,0.8,4,True,86.39,23.61,23.61
briseur,mixte,aucun,puits,unlimited,1.2,1.0,4,True,80.49,29.51,29.51
briseur,mixte,aucun,puits,unlimited,1.2,1.2,4,True,74.59,35.41,35.41
briseur,mixte,aucun,porte,unlimited,0.8,0.8,5,True,68.69,41.31,41.31
briseur,mixte,aucun,porte,unlimited,0.8,1.0,5,True,58.36,51.64,51.64
briseur,mixte,aucun,porte,unlimited,0.8,1.2,5,True,48.03,61.97,61.97
briseur,mixte,aucun,porte,unlimited,1.0,0.8,6,True,68.69,41.31,41.31
briseur,mixte,aucun,porte,unlimited,1.0,1.0,6,True,58.36,51.64,51.64
briseur,mixte,aucun,porte,unlimited,1.0,1.2,6,True,48.03,61.97,61.97
briseur,mixte,aucun,porte,unlimited,1.2,0.8,7,True,56.89,53.11,53.11
briseur,mixte,aucun,porte,unlimited,1.2,1.0,7,True,43.61,66.39,66.39
briseur,mixte,aucun,porte,unlimited,1.2,1.2,7,True,30.33,79.67,79.67
briseur,mixte,aucun,barque,unlimited,0.8,0.8,5,True,74.59,35.41,35.41
briseur,mixte,aucun,barque,unlimited,0.8,1.0,5,True,65.74,44.26,44.26
briseur,mixte,aucun,barque,unlimited,0.8,1.2,5,True,56.89,53.11,53.11
briseur,mixte,aucun,barque,unlimited,1.0,0.8,6,True,62.79,47.21,47.21
briseur,mixte,aucun,barque,unlimited,1.0,1.0,6,True,50.98,59.02,59.02
briseur,mixte,aucun,barque,unlimited,1.0,1.2,6,True,39.18,70.82,70.82
briseur,mixte,aucun,barque,unlimited,1.2,0.8,6,True,62.79,47.21,47.21
briseur,mixte,aucun,barque,unlimited,1.2,1.0,6,True,50.98,59.02,59.02
briseur,mixte,aucun,barque,unlimited,1.2,1.2,6,True,39.18,70.82,70.82
briseur,mixte,purification,puits,unlimited,0.8,0.8,3,True,94.26,15.74,15.74
briseur,mixte,purification,puits,unlimited,0.8,1.0,3,True,90.33,19.67,19.67
briseur,mixte,purification,puits,unlimited,0.8,1.2,3,True,86.39,23.61,23.61
briseur,mixte,purification,puits,unlimited,1.0,0.8,4,True,86.39,23.61,23.61
briseur,mixte,purification,puits,unlimited,1.0,1.0,4,True,80.49,29.51,29.51
briseur,mixte,purification,puits,unlimited,1.0,1.2,4,True,74.59,35.41,35.41
briseur,mixte,purification,puits,unlimited,1.2,0.8,4,True,86.39,23.61,23.61
briseur,mixte,purification,puits,unlimited,1.2,1.0,4,True,80.49,29.51,29.51
briseur,mixte,purification,puits,unlimited,1.2,1.2,4,True,74.59,35.41,35.41
briseur,mixte,purification,porte,unlimited,0.8,0.8,5,True,68.69,41.31,41.31
briseur,mixte,purification,porte,unlimited,0.8,1.0,5,True,58.36,51.64,51.64
briseur,mixte,purification,porte,unlimited,0.8,1.2,5,True,48.03,61.97,61.97
briseur,mixte,purification,porte,unlimited,1.0,0.8,6,True,68.69,41.31,41.31
briseur,mixte,purification,porte,unlimited,1.0,1.0,6,True,58.36,51.64,51.64
briseur,mixte,purification,porte,unlimited,1.0,1.2,6,True,48.03,61.97,61.97
briseur,mixte,purification,porte,unlimited,1.2,0.8,7,True,56.89,53.11,53.11
briseur,mixte,purification,porte,unlimited,1.2,1.0,7,True,43.61,66.39,66.39
briseur,mixte,purification,porte,unlimited,1.2,1.2,7,True,30.33,79.67,79.67
briseur,mixte,purification,barque,unlimited,0.8,0.8,5,True,74.59,35.41,35.41
briseur,mixte,purification,barque,unlimited,0.8,1.0,5,True,65.74,44.26,44.26
briseur,mixte,purification,barque,unlimited,0.8,1.2,5,True,56.89,53.11,53.11
briseur,mixte,purification,barque,unlimited,1.0,0.8,6,True,62.79,47.21,47.21
briseur,mixte,purification,barque,unlimited,1.0,1.0,6,True,50.98,59.02,59.02
briseur,mixte,purification,barque,unlimited,1.0,1.2,6,True,39.18,70.82,70.82
briseur,mixte,purification,barque,unlimited,1.2,0.8,6,True,62.79,47.21,47.21
briseur,mixte,purification,barque,unlimited,1.2,1.0,6,True,50.98,59.02,59.02
briseur,mixte,purification,barque,unlimited,1.2,1.2,6,True,39.18,70.82,70.82
briseur,mixte,ancrage,puits,unlimited,0.8,0.8,3,True,94.26,15.74,15.74
briseur,mixte,ancrage,puits,unlimited,0.8,1.0,3,True,90.33,19.67,19.67
briseur,mixte,ancrage,puits,unlimited,0.8,1.2,3,True,86.39,23.61,23.61
briseur,mixte,ancrage,puits,unlimited,1.0,0.8,4,True,86.39,23.61,23.61
briseur,mixte,ancrage,puits,unlimited,1.0,1.0,4,True,80.49,29.51,29.51
briseur,mixte,ancrage,puits,unlimited,1.0,1.2,4,True,74.59,35.41,35.41
briseur,mixte,ancrage,puits,unlimited,1.2,0.8,4,True,86.39,23.61,23.61
briseur,mixte,ancrage,puits,unlimited,1.2,1.0,4,True,80.49,29.51,29.51
briseur,mixte,ancrage,puits,unlimited,1.2,1.2,4,True,74.59,35.41,35.41
briseur,mixte,ancrage,porte,unlimited,0.8,0.8,5,True,68.69,41.31,41.31
briseur,mixte,ancrage,porte,unlimited,0.8,1.0,5,True,58.36,51.64,51.64
briseur,mixte,ancrage,porte,unlimited,0.8,1.2,5,True,48.03,61.97,61.97
briseur,mixte,ancrage,porte,unlimited,1.0,0.8,6,True,68.69,41.31,41.31
briseur,mixte,ancrage,porte,unlimited,1.0,1.0,6,True,58.36,51.64,51.64
briseur,mixte,ancrage,porte,unlimited,1.0,1.2,6,True,48.03,61.97,61.97
briseur,mixte,ancrage,porte,unlimited,1.2,0.8,7,True,56.89,53.11,53.11
briseur,mixte,ancrage,porte,unlimited,1.2,1.0,7,True,43.61,66.39,66.39
briseur,mixte,ancrage,porte,unlimited,1.2,1.2,7,True,30.33,79.67,79.67
briseur,mixte,ancrage,barque,unlimited,0.8,0.8,5,True,74.59,35.41,35.41
briseur,mixte,ancrage,barque,unlimited,0.8,1.0,5,True,65.74,44.26,44.26
briseur,mixte,ancrage,barque,unlimited,0.8,1.2,5,True,56.89,53.11,53.11
briseur,mixte,ancrage,barque,unlimited,1.0,0.8,5,True,74.59,35.41,35.41
briseur,mixte,ancrage,barque,unlimited,1.0,1.0,5,True,65.74,44.26,44.26
briseur,mixte,ancrage,barque,unlimited,1.0,1.2,5,True,56.89,53.11,53.11
briseur,mixte,ancrage,barque,unlimited,1.2,0.8,6,True,62.79,47.21,47.21
briseur,mixte,ancrage,barque,unlimited,1.2,1.0,6,True,50.98,59.02,59.02
briseur,mixte,ancrage,barque,unlimited,1.2,1.2,6,True,39.18,70.82,70.82
briseur,legere,aucun,puits,unlimited,0.8,0.8,3,True,92.55,17.45,17.45
briseur,legere,aucun,puits,unlimited,0.8,1.0,3,True,88.18,21.82,21.82
briseur,legere,aucun,puits,unlimited,0.8,1.2,3,True,83.82,26.18,26.18
briseur,legere,aucun,puits,unlimited,1.0,0.8,4,True,83.82,26.18,26.18
briseur,legere,aucun,puits,unlimited,1.0,1.0,4,True,77.27,32.73,32.73
briseur,legere,aucun,puits,unlimited,1.0,1.2,4,True,70.73,39.27,39.27
briseur,legere,aucun,puits,unlimited,1.2,0.8,4,True,83.82,26.18,26.18
briseur,legere,aucun,puits,unlimited,1.2,1.0,4,True,77.27,32.73,32.73
briseur,legere,aucun,puits,unlimited,1.2,1.2,4,True,70.73,39.27,39.27
briseur,legere,aucun,porte,unlimited,0.8,0.8,5,True,64.18,45.82,45.82
briseur,legere,aucun,porte,unlimited,0.8,1.0,5,True,52.73,57.27,57.27
briseur,legere,aucun,porte,unlimited,0.8,1.2,5,True,41.27,68.73,68.73
briseur,legere,aucun,porte,unlimited,1.0,0.8,6,True,64.18,45.82,45.82
briseur,legere,aucun,porte,unlimited,1.0,1.0,6,True,52.73,57.27,57.27
briseur,legere,aucun,porte,unlimited,1.0,1.2,6,True,41.27,68.73,68.73
briseur,legere,aucun,porte,unlimited,1.2,0.8,7,True,51.09,58.91,58.91
briseur,legere,aucun,porte,unlimited,1.2,1.0,7,True,36.36,73.64,73.64
briseur,legere,aucun,porte,unlimited,1.2,1.2,7,True,21.64,88.36,88.36
briseur,legere,aucun,barque,unlimited,0.8,0.8,5,True,70.73,39.27,39.27
briseur,legere,aucun,barque,unlimited,0.8,1.0,5,True,60.91,49.09,49.09
briseur,legere,aucun,barque,unlimited,0.8,1.2,5,True,51.09,58.91,58.91
briseur,legere,aucun,barque,unlimited,1.0,0.8,6,True,57.64,52.36,52.36
briseur,legere,aucun,barque,unlimited,1.0,1.0,6,True,44.55,65.45,65.45
briseur,legere,aucun,barque,unlimited,1.0,1.2,6,True,31.45,78.55,78.55
briseur,legere,aucun,barque,unlimited,1.2,0.8,6,True,57.64,52.36,52.36
briseur,legere,aucun,barque,unlimited,1.2,1.0,6,True,44.55,65.45,65.45
briseur,legere,aucun,barque,unlimited,1.2,1.2,6,True,31.45,78.55,78.55
briseur,legere,purification,puits,unlimited,0.8,0.8,3,True,92.55,17.45,17.45
briseur,legere,purification,puits,unlimited,0.8,1.0,3,True,88.18,21.82,21.82
briseur,legere,purification,puits,unlimited,0.8,1.2,3,True,83.82,26.18,26.18
briseur,legere,purification,puits,unlimited,1.0,0.8,4,True,83.82,26.18,26.18
briseur,legere,purification,puits,unlimited,1.0,1.0,4,True,77.27,32.73,32.73
briseur,legere,purification,puits,unlimited,1.0,1.2,4,True,70.73,39.27,39.27
briseur,legere,purification,puits,unlimited,1.2,0.8,4,True,83.82,26.18,26.18
briseur,legere,purification,puits,unlimited,1.2,1.0,4,True,77.27,32.73,32.73
briseur,legere,purification,puits,unlimited,1.2,1.2,4,True,70.73,39.27,39.27
briseur,legere,purification,porte,unlimited,0.8,0.8,5,True,64.18,45.82,45.82
briseur,legere,purification,porte,unlimited,0.8,1.0,5,True,52.73,57.27,57.27
briseur,legere,purification,porte,unlimited,0.8,1.2,5,True,41.27,68.73,68.73
briseur,legere,purification,porte,unlimited,1.0,0.8,6,True,64.18,45.82,45.82
briseur,legere,purification,porte,unlimited,1.0,1.0,6,True,52.73,57.27,57.27
briseur,legere,purification,porte,unlimited,1.0,1.2,6,True,41.27,68.73,68.73
briseur,legere,purification,porte,unlimited,1.2,0.8,7,True,51.09,58.91,58.91
briseur,legere,purification,porte,unlimited,1.2,1.0,7,True,36.36,73.64,73.64
briseur,legere,purification,porte,unlimited,1.2,1.2,7,True,21.64,88.36,88.36
briseur,legere,purification,barque,unlimited,0.8,0.8,5,True,70.73,39.27,39.27
briseur,legere,purification,barque,unlimited,0.8,1.0,5,True,60.91,49.09,49.09
briseur,legere,purification,barque,unlimited,0.8,1.2,5,True,51.09,58.91,58.91
briseur,legere,purification,barque,unlimited,1.0,0.8,6,True,57.64,52.36,52.36
