level,power,vitality,resolve,maxHp,p,armor,magicResist,guardBonus,apMax,mpMax,handMax,mods,physicalEHP,basicDamage,normalGuard,normalHit
"9","1","0","5","500","86.10000000000001","0.1","0","0.25","4","3","5","{}","555.5555555555555","24.108000000000004","48.431250000000006","47.35500000000001"
"9","1","1","4","530","86.10000000000001","0.08","0","0.2","4","3","5","{}","576.0869565217391","24.108000000000004","46.49400000000001","47.35500000000001"
"9","1","2","3","560","86.10000000000001","0.06","0","0.15000000000000002","4","3","5","{}","595.7446808510639","24.108000000000004","44.55675","47.35500000000001"
"9","1","3","2","590","86.10000000000001","0.04","0","0.1","4","3","5","{}","614.5833333333334","24.108000000000004","42.61950000000001","47.35500000000001"
"9","1","4","1","620","86.10000000000001","0.02","0","0.05","4","3","5","{}","632.6530612244898","24.108000000000004","40.68225","47.35500000000001"
"9","1","5","0","650","86.10000000000001","0","0","0","4","3","5","{}","650","24.108000000000004","38.745000000000005","47.35500000000001"
"9","2","0","4","500","90.2","0.08","0","0.2","4","3","5","{}","543.4782608695652","25.256000000000004","48.708000000000006","49.61000000000001"
"9","2","1","3","530","90.2","0.06","0","0.15000000000000002","4","3","5","{}","563.8297872340426","25.256000000000004","46.6785","49.61000000000001"
"9","2","2","2","560","90.2","0.04","0","0.1","4","3","5","{}","583.3333333333334","25.256000000000004","44.64900000000001","49.61000000000001"
"9","2","3","1","590","90.2","0.02","0","0.05","4","3","5","{}","602.0408163265306","25.256000000000004","42.6195","49.61000000000001"
"9","2","4","0","620","90.2","0","0","0","4","3","5","{}","620","25.256000000000004","40.59","49.61000000000001"
"9","3","0","3","500","94.3","0.06","0","0.15000000000000002","4","3","5","{}","531.9148936170213","26.404000000000003","48.80025","51.865"
"9","3","1","2","530","94.3","0.04","0","0.1","4","3","5","{}","552.0833333333334","26.404000000000003","46.67850000000001","51.865"
"9","3","2","1","560","94.3","0.02","0","0.05","4","3","5","{}","571.4285714285714","26.404000000000003","44.55675","51.865"
"9","3","3","0","590","94.3","0","0","0","4","3","5","{}","590","26.404000000000003","42.435","51.865"
"9","4","0","2","500","98.39999999999999","0.04","0","0.1","4","3","5","{}","520.8333333333334","27.552","48.708","54.12"
"9","4","1","1","530","98.39999999999999","0.02","0","0.05","4","3","5","{}","540.8163265306123","27.552","46.49399999999999","54.12"
"9","4","2","0","560","98.39999999999999","0","0","0","4","3","5","{}","560","27.552","44.279999999999994","54.12"
"9","5","0","1","500","102.5","0.02","0","0.05","4","3","5","{}","510.2040816326531","28.700000000000003","48.43125","56.37500000000001"
"9","5","1","0","530","102.5","0","0","0","4","3","5","{}","530","28.700000000000003","46.125","56.37500000000001"
"9","6","0","0","500","106.60000000000001","0","0","0","4","3","5","{}","500","29.848000000000006","47.970000000000006","58.63000000000001"
"10","0","0","6","600","100","0.12","0","0.30000000000000004","4","3","5","{}","681.8181818181819","28.000000000000004","58.5","55.00000000000001"
"10","0","1","5","636","100","0.1","0","0.25","4","3","5","{}","706.6666666666666","28.000000000000004","56.25","55.00000000000001"
"10","0","2","4","672","100","0.08","0","0.2","4","3","5","{}","730.4347826086956","28.000000000000004","54","55.00000000000001"
"10","0","3","3","708","100","0.06","0","0.15000000000000002","4","3","5","{}","753.1914893617022","28.000000000000004","51.74999999999999","55.00000000000001"
"10","0","4","2","744","100","0.04","0","0.1","4","3","5","{}","775","28.000000000000004","49.50000000000001","55.00000000000001"
"10","0","5","1","780","100","0.02","0","0.05","4","3","5","{}","795.9183673469388","28.000000000000004","47.25","55.00000000000001"
"10","0","6","0","816","100","0","0","0","4","3","5","{}","816","28.000000000000004","45","55.00000000000001"
"10","1","0","5","600","105","0.1","0","0.25","4","3","5","{}","666.6666666666666","29.400000000000002","59.0625","57.75000000000001"
"10","1","1","4","636","105","0.08","0","0.2","4","3","5","{}","691.3043478260869","29.400000000000002","56.699999999999996","57.75000000000001"
"10","1","2","3","672","105","0.06","0","0.15000000000000002","4","3","5","{}","714.8936170212767","29.400000000000002","54.3375","57.75000000000001"
"10","1","3","2","708","105","0.04","0","0.1","4","3","5","{}","737.5","29.400000000000002","51.975","57.75000000000001"
"10","1","4","1","744","105","0.02","0","0.05","4","3","5","{}","759.1836734693877","29.400000000000002","49.612500000000004","57.75000000000001"
"10","1","5","0","780","105","0","0","0","4","3","5","{}","780","29.400000000000002","47.25","57.75000000000001"
"10","2","0","4","600","110.00000000000001","0.08","0","0.2","4","3","5","{}","652.1739130434783","30.800000000000008","59.400000000000006","60.500000000000014"
"10","2","1","3","636","110.00000000000001","0.06","0","0.15000000000000002","4","3","5","{}","676.5957446808511","30.800000000000008","56.925000000000004","60.500000000000014"
"10","2","2","2","672","110.00000000000001","0.04","0","0.1","4","3","5","{}","700","30.800000000000008","54.45000000000001","60.500000000000014"
"10","2","3","1","708","110.00000000000001","0.02","0","0.05","4","3","5","{}","722.4489795918367","30.800000000000008","51.97500000000001","60.500000000000014"
"10","2","4","0","744","110.00000000000001","0","0","0","4","3","5","{}","744","30.800000000000008","49.50000000000001","60.500000000000014"
"10","3","0","3","600","114.99999999999999","0.06","0","0.15000000000000002","4","3","5","{}","638.2978723404256","32.199999999999996","59.51249999999999","63.25"
"10","3","1","2","636","114.99999999999999","0.04","0","0.1","4","3","5","{}","662.5","32.199999999999996","56.925","63.25"
"10","3","2","1","672","114.99999999999999","0.02","0","0.05","4","3","5","{}","685.7142857142858","32.199999999999996","54.33749999999999","63.25"
"10","3","3","0","708","114.99999999999999","0","0","0","4","3","5","{}","708","32.199999999999996","51.74999999999999","63.25"
"10","4","0","2","600","120","0.04","0","0.1","4","3","5","{}","625","33.6","59.400000000000006","66"
"10","4","1","1","636","120","0.02","0","0.05","4","3","5","{}","648.9795918367347","33.6","56.7","66"
"10","4","2","0","672","120","0","0","0","4","3","5","{}","672","33.6","54","66"
"10","5","0","1","600","125","0.02","0","0.05","4","3","5","{}","612.2448979591837","35","59.0625","68.75"
"10","5","1","0","636","125","0","0","0","4","3","5","{}","636","35","56.25","68.75"
"10","6","0","0","600","130","0","0","0","4","3","5","{}","600","36.400000000000006","58.5","71.5"
"11","0","0","6","635","106","0.12","0","0.30000000000000004","4","3","5","{}","721.5909090909091","29.680000000000003","62.010000000000005","58.300000000000004"
"11","0","1","5","673","106","0.1","0","0.25","4","3","5","{}","747.7777777777777","29.680000000000003","59.625","58.300000000000004"
"11","0","2","4","711","106","0.08","0","0.2","4","3","5","{}","772.8260869565217","29.680000000000003","57.24","58.300000000000004"
"11","0","3","3","749","106","0.06","0","0.15000000000000002","4","3","5","{}","796.8085106382979","29.680000000000003","54.855","58.300000000000004"
"11","0","4","2","787","106","0.04","0","0.1","4","3","5","{}","819.7916666666667","29.680000000000003","52.470000000000006","58.300000000000004"
"11","0","5","1","826","106","0.02","0","0.05","4","3","5","{}","842.8571428571429","29.680000000000003","50.08500000000001","58.300000000000004"
"11","0","6","0","864","106","0","0","0","4","3","5","{}","864","29.680000000000003","47.7","58.300000000000004"
"11","1","0","5","635","111.30000000000001","0.1","0","0.25","4","3","5","{}","705.5555555555555","31.164000000000005","62.60625000000001","61.21500000000001"
"11","1","1","4","673","111.30000000000001","0.08","0","0.2","4","3","5","{}","731.5217391304348","31.164000000000005","60.102000000000004","61.21500000000001"
"11","1","2","3","711","111.30000000000001","0.06","0","0.15000000000000002","4","3","5","{}","756.3829787234043","31.164000000000005","57.597750000000005","61.21500000000001"
"11","1","3","2","749","111.30000000000001","0.04","0","0.1","4","3","5","{}","780.2083333333334","31.164000000000005","55.09350000000001","61.21500000000001"
"11","1","4","1","787","111.30000000000001","0.02","0","0.05","4","3","5","{}","803.0612244897959","31.164000000000005","52.589250000000014","61.21500000000001"
"11","1","5","0","826","111.30000000000001","0","0","0","4","3","5","{}","826","31.164000000000005","50.08500000000001","61.21500000000001"
"11","2","0","4","635","116.60000000000001","0.08","0","0.2","4","3","5","{}","690.2173913043478","32.648","62.964000000000006","64.13000000000001"
"11","2","1","3","673","116.60000000000001","0.06","0","0.15000000000000002","4","3","5","{}","715.9574468085107","32.648","60.3405","64.13000000000001"
"11","2","2","2","711","116.60000000000001","0.04","0","0.1","4","3","5","{}","740.625","32.648","57.71700000000001","64.13000000000001"
"11","2","3","1","749","116.60000000000001","0.02","0","0.05","4","3","5","{}","764.2857142857143","32.648","55.093500000000006","64.13000000000001"
"11","2","4","0","787","116.60000000000001","0","0","0","4","3","5","{}","787","32.648","52.470000000000006","64.13000000000001"
"11","3","0","3","635","121.89999999999999","0.06","0","0.15000000000000002","4","3","5","{}","675.5319148936171","34.132","63.08324999999999","67.045"
"11","3","1","2","673","121.89999999999999","0.04","0","0.1","4","3","5","{}","701.0416666666667","34.132","60.3405","67.045"
"11","3","2","1","711","121.89999999999999","0.02","0","0.05","4","3","5","{}","725.5102040816327","34.132","57.59775","67.045"
"11","3","3","0","749","121.89999999999999","0","0","0","4","3","5","{}","749","34.132","54.855","67.045"
"11","4","0","2","635","127.19999999999999","0.04","0","0.1","4","3","5","{}","661.4583333333334","35.616","62.964","69.96"
"11","4","1","1","673","127.19999999999999","0.02","0","0.05","4","3","5","{}","686.7346938775511","35.616","60.102","69.96"
"11","4","2","0","711","127.19999999999999","0","0","0","4","3","5","{}","711","35.616","57.239999999999995","69.96"
"11","5","0","1","635","132.5","0.02","0","0.05","4","3","5","{}","647.9591836734694","37.1","62.60625","72.875"
"11","5","1","0","673","132.5","0","0","0","4","3","5","{}","673","37.1","59.625","72.875"
"11","6","0","0","635","137.8","0","0","0","4","3","5","{}","635","38.58400000000001","62.010000000000005","75.79"
"12","0","0","6","675","112","0.12","0","0.30000000000000004","4","3","5","{}","767.0454545454545","31.360000000000003","65.52","61.60000000000001"
"12","0","1","5","716","112","0.1","0","0.25","4","3","5","{}","795.5555555555555","31.360000000000003","63","61.60000000000001"
"12","0","2","4","756","112","0.08","0","0.2","4","3","5","{}","821.7391304347826","31.360000000000003","60.48","61.60000000000001"
"12","0","3","3","797","112","0.06","0","0.15000000000000002","4","3","5","{}","847.872340425532","31.360000000000003","57.959999999999994","61.60000000000001"
"12","0","4","2","837","112","0.04","0","0.1","4","3","5","{}","871.875","31.360000000000003","55.440000000000005","61.60000000000001"
"12","0","5","1","878","112","0.02","0","0.05","4","3","5","{}","895.9183673469388","31.360000000000003","52.92","61.60000000000001"
"12","0","6","0","918","112","0","0","0","4","3","5","{}","918","31.360000000000003","50.4","61.60000000000001"
"12","1","0","5","675","117.60000000000001","0.1","0","0.25","4","3","5","{}","750","32.928000000000004","66.15","64.68"
"12","1","1","4","716","117.60000000000001","0.08","0","0.2","4","3","5","{}","778.2608695652174","32.928000000000004","63.504","64.68"
"12","1","2","3","756","117.60000000000001","0.06","0","0.15000000000000002","4","3","5","{}","804.2553191489362","32.928000000000004","60.858","64.68"
"12","1","3","2","797","117.60000000000001","0.04","0","0.1","4","3","5","{}","830.2083333333334","32.928000000000004","58.212","64.68"
"12","1","4","1","837","117.60000000000001","0.02","0","0.05","4","3","5","{}","854.0816326530612","32.928000000000004","55.566","64.68"
"12","1","5","0","878","117.60000000000001","0","0","0","4","3","5","{}","878","32.928000000000004","52.92","64.68"
"12","2","0","4","675","123.20000000000002","0.08","0","0.2","4","3","5","{}","733.695652173913","34.49600000000001","66.528","67.76000000000002"
"12","2","1","3","716","123.20000000000002","0.06","0","0.15000000000000002","4","3","5","{}","761.7021276595746","34.49600000000001","63.75600000000001","67.76000000000002"
"12","2","2","2","756","123.20000000000002","0.04","0","0.1","4","3","5","{}","787.5","34.49600000000001","60.984000000000016","67.76000000000002"
"12","2","3","1","797","123.20000000000002","0.02","0","0.05","4","3","5","{}","813.265306122449","34.49600000000001","58.21200000000002","67.76000000000002"
"12","2","4","0","837","123.20000000000002","0","0","0","4","3","5","{}","837","34.49600000000001","55.44000000000001","67.76000000000002"
"12","3","0","3","675","128.79999999999998","0.06","0","0.15000000000000002","4","3","5","{}","718.0851063829788","36.064","66.65399999999998","70.84"
"12","3","1","2","716","128.79999999999998","0.04","0","0.1","4","3","5","{}","745.8333333333334","36.064","63.756","70.84"
"12","3","2","1","756","128.79999999999998","0.02","0","0.05","4","3","5","{}","771.4285714285714","36.064","60.858","70.84"
"12","3","3","0","797","128.79999999999998","0","0","0","4","3","5","{}","797","36.064","57.959999999999994","70.84"
"12","4","0","2","675","134.4","0.04","0","0.1","4","3","5","{}","703.125","37.632000000000005","66.528","73.92000000000002"
"12","4","1","1","716","134.4","0.02","0","0.05","4","3","5","{}","730.6122448979592","37.632000000000005","63.504000000000005","73.92000000000002"
"12","4","2","0","756","134.4","0","0","0","4","3","5","{}","756","37.632000000000005","60.480000000000004","73.92000000000002"
"12","5","0","1","675","140","0.02","0","0.05","4","3","5","{}","688.7755102040817","39.2","66.15","77"
"12","5","1","0","716","140","0","0","0","4","3","5","{}","716","39.2","63","77"
"12","6","0","0","675","145.6","0","0","0","4","3","5","{}","675","40.768","65.52","80.08"
